fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,hue,saturation,value,emocion,confianza_emocional,score_ira,score_tristeza,score_romanticismo,score_energía,score_alegría,score_relajación,score_calma,score_aburrimiento,coherencia_emocional,temperatura_color,luminosidad_cat,saturacion_cat,emocion_optima,alineacion_emocional,mean_R_norm,mean_G_norm,mean_B_norm,mean_L_norm,mean_a_norm,mean_b_norm,contrast_L_norm,hue_norm,saturation_norm,value_norm
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Alexa-Enabled Lamp, 76"" x 56"" x 15.5"", Brass",https://m.media-amazon.com/images/I/71xoCU9ZAyL._SX512_.jpg,252.2022,251.1843,239.47625000000005,98.6418,0.1259,0.9488,8.1505,55.2008,0.0505,0.989,Relajación,0.2718,0.05527964298489729,0.11342790956585715,0.06651942749252104,0.059838017696129196,0.11154841202743086,0.271813697075406,0.13668707234386218,0.18488582081389637,27.18,Neutro,Luminoso,Apagado,Relajación,True,0.9907,0.9868,1.0,0.987,0.3769,0.3655,0.0271,0.1533,0.0546,0.9905
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Frosted Glass Living Room Standing Floor Lamp with LED Light Bulb - 69.75 Inches, Brushed Nickel",https://m.media-amazon.com/images/I/41vj6wkWUZL._SX512_.jpg,252.9822,252.8831,239.47625000000005,99.2488,-0.0045,0.1239,7.375787500000003,59.5597,0.0534,0.9921,Relajación,0.2887,0.052786456719288714,0.11776780824336965,0.05935412142767422,0.053680894085164785,0.09772293622551337,0.2886666059023106,0.13592376914358556,0.19409740825309307,28.87,Neutro,Luminoso,Apagado,Relajación,True,0.9942,0.9941,1.0,0.9942,0.3729,0.3519,0.0,0.1655,0.0577,0.9941
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Glass Column Living Room Table Desk Lamp With Light Bulb and Linen Shade, 23""H, Brushed Nickel",https://m.media-amazon.com/images/I/71uN2gf+2KL._SX512_.jpg,240.0127,238.89,237.2019,94.2567,0.1078,1.0121,12.4991,36.0346,0.0117,0.9412,Relajación,0.3241,0.04572216349564729,0.09414040300835064,0.05375170621395012,0.04859618534144903,0.10358675912952799,0.32410008462884243,0.16660750506657165,0.16349519311566077,32.41,Neutro,Luminoso,Apagado,Relajación,True,0.9355,0.9343,0.9899,0.9356,0.3764,0.3665,0.1794,0.1001,0.0127,0.9353
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Table Lamp, 16""H, White and Green Stripe",https://m.media-amazon.com/images/I/71d57C76BpL._SX512_.jpg,246.7262,247.4745,239.47625000000005,97.301,-0.3013,0.0533,7.375787500000003,65.6135,0.0323,0.9705,Relajación,0.3748,0.05441388006524555,0.11636114195771445,0.04979418284077702,0.04274647652939327,0.032975087222981134,0.3748481162150472,0.1582335153618424,0.17062759980699901,37.48,Neutro,Luminoso,Apagado,Relajación,True,0.9659,0.9709,1.0,0.9713,0.3638,0.3507,0.0,0.1823,0.0349,0.9692
ABO,Hogar - Lámparas,Strathwood LED Grill Light with Stand,https://m.media-amazon.com/images/I/312YGC2GNRL._SX512_.jpg,239.707,239.8601,239.47625000000005,94.3813,-0.0393,-0.0621,16.3222,83.9312,0.0016,0.9406,Relajación,0.3886,0.041919665228117756,0.09560329076364514,0.03867893698597299,0.033651052802466705,0.040373486596162085,0.38863244675501835,0.1960880867045045,0.16505303416411252,38.86,Neutro,Luminoso,Apagado,Relajación,True,0.9341,0.9384,1.0,0.9371,0.3719,0.3488,0.3133,0.2332,0.0017,0.9346
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Vintage Antique Arc Table Desk Lamp With LED Light Bulb - 19.5 x 10 x 25 Inches, Brass and Black",https://m.media-amazon.com/images/I/71fFVdheEIL._SX512_.jpg,239.6142,238.3851,236.8567,93.7418,0.2741,1.011,20.1101,33.2562,0.0115,0.9397,Relajación,0.308,0.0455604684409555,0.0887343701226735,0.06099269739479807,0.05519442998503227,0.11908841775463877,0.308009971022949,0.16582165250794692,0.156597992771006,30.8,Neutro,Luminoso,Apagado,Relajación,True,0.9337,0.9321,0.9884,0.9296,0.3815,0.3665,0.4459,0.0924,0.0124,0.9336
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Mid Century Modern White Ceramic Table Lamp With LED Light Bulb - 21 Inches, White Shade",https://m.media-amazon.com/images/I/41YxFA0wH-L._SX512_.jpg,241.8708,242.3352,239.47625000000005,95.5814,0.3474,-1.3864,7.5304,69.7462,0.0118,0.9503,Relajación,0.3339,0.05358766617544476,0.11021113814255601,0.045818417577652884,0.042410265066381445,0.0338190788938633,0.33391950870340414,0.19367491199305234,0.18655901344764506,33.39,Neutro,Luminoso,Apagado,Relajación,True,0.9439,0.949,1.0,0.9511,0.3837,0.3271,0.0054,0.1938,0.0128,0.9458
ABO,Hogar - Lámparas,"Rivet Pineapple Ceramic Table Lamp, Modern, 18"" H, White and Gold",https://m.media-amazon.com/images/I/81HP-2RGRfL._SX512_.jpg,229.6607,228.0782,225.6637,90.3959,0.205,1.4877,15.3662,36.2447,0.0174,0.9006,Relajación,0.2897,0.04381755449819479,0.08652659645206887,0.051236405457122464,0.04683631686459608,0.11469089860483637,0.2897133104919183,0.2050334807723288,0.1621454368589343,28.97,Neutro,Luminoso,Apagado,Relajación,True,0.8886,0.8881,0.9387,0.8903,0.3794,0.3743,0.2798,0.1007,0.0188,0.8884
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Accent Table Lamp with LED Light Bulb -18.5 Inches, Brushed Nickel with White Shade",https://m.media-amazon.com/images/I/41-h8AvIkZL._SX512_.jpg,247.1661,246.758,239.47625000000005,97.1091,0.1767,-0.0021,7.8982,56.8158,0.0311,0.9693,Relajación,0.2382,0.08162117178784936,0.08194628156609349,0.12499646954690534,0.13337027344699903,0.05469919863700712,0.23822913486708885,0.14018390842920603,0.1449535617188508,23.82,Neutro,Luminoso,Apagado,Relajación,True,0.9679,0.9679,1.0,0.9691,0.3785,0.3498,0.0183,0.1578,0.0336,0.9678
ABO,Hogar - Lámparas,"Stone & Beam Pearl Modern Glass Orb Living RoomTable Lamp With Bulb And Linen Shade - 19.5 x 11.5 x 11.5 Inches, Silver",https://m.media-amazon.com/images/I/81jtRdRtkPL._SX512_.jpg,236.4825,233.5546,229.5189,92.5442,0.3321,2.3922,10.1766,34.7725,0.0294,0.9274,Relajación,0.2965,0.05154266562402141,0.09362105438069138,0.05695938443285505,0.05106164861751583,0.10318391817551134,0.2965346150675851,0.18112949836575384,0.1659672153360661,29.65,Neutro,Luminoso,Apagado,Relajación,True,0.9195,0.9115,0.9558,0.9155,0.3833,0.3892,0.0981,0.0966,0.0318,0.9194
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Ceramic Table Lamp, 18""H, Crackle Cream",https://m.media-amazon.com/images/I/712vGcFThrL._SX512_.jpg,219.2859,217.1431,211.7709,86.541,-0.1172,3.0823,13.973,42.8918,0.0343,0.8599,Calma,0.2391,0.052991048398828344,0.09104416836179596,0.05226778018961039,0.048639265296658296,0.11755140810791423,0.21202905062784155,0.23905121199393514,0.18642606702341605,23.91,Neutro,Luminoso,Apagado,Relajación,False,0.8415,0.8413,0.877,0.8451,0.3695,0.4005,0.231,0.1192,0.0371,0.8414
ABO,Hogar - Lámparas,"Stone & Beam MH103137 - Rivet Cylinder Lamp - Table, 14"" x 14"" x 22"", Paint+Plating",https://m.media-amazon.com/images/I/71aF4fftphL._SX512_.jpg,240.0265,239.2977,237.9686,94.4662,0.0226,0.7685,9.5397,38.7512,0.0086,0.9413,Relajación,0.3353,0.044656909618964576,0.09506962136461193,0.05041597191914572,0.04561346399364315,0.09667312297273176,0.3353076775506325,0.16712414601811362,0.16513908656215678,33.53,Neutro,Luminoso,Apagado,Relajación,True,0.9355,0.936,0.9933,0.9381,0.3738,0.3625,0.0758,0.1077,0.0093,0.9354
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Table Lamp with Textured Ceramic Base, Bulb Included, 15""H, Crackle White",https://m.media-amazon.com/images/I/51OcH+8yF8L._SX512_.jpg,245.4248,244.6355,239.47625000000005,96.3629,-0.0823,1.1582,7.375787500000003,52.0387,0.0242,0.9625,Relajación,0.3233,0.051467788825970924,0.1083887683301309,0.05318639894121257,0.047412144455528944,0.08242676367268201,0.3233020382456913,0.15461421807616724,0.17920187945261612,32.33,Neutro,Luminoso,Apagado,Relajación,True,0.96,0.9588,1.0,0.9603,0.3706,0.3689,0.0,0.1446,0.0262,0.9599
ABO,Hogar - Lámparas,"Amazon Brand – Rivet 2-Light Table Lamp with Domed Metal Shade, LED Bulbs Included, 23.5""H, Matte Brass",https://m.media-amazon.com/images/I/71ViI5R623L._SX512_.jpg,243.1335,241.6303,236.9605,95.1856,-0.2062,2.6298,12.5232,45.3893,0.0254,0.9535,Relajación,0.3057,0.05853408703402299,0.10674507014474509,0.05669161426702441,0.049970241655992856,0.07838147091522446,0.3057081038419061,0.16427259302833097,0.1796968191127531,30.57,Neutro,Luminoso,Apagado,Relajación,True,0.9496,0.946,0.9888,0.9465,0.3668,0.3931,0.1803,0.1261,0.0275,0.9495
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Contemporary Metal Floor Lamp with Mercury Glass Accent, LED Bulb Included, 59""H, Dark Bronze",https://m.media-amazon.com/images/I/41jTaNi2oAL._SX512_.jpg,250.1827,250.1165,239.47625000000005,98.1718,0.0284,0.0515,10.4026,59.629,0.0428,0.9811,Relajación,0.247,0.05259568076803655,0.09064813798199291,0.09389982259950191,0.08471517839770311,0.1512051602769755,0.24703148077540735,0.12355969158972525,0.15634484761065737,24.7,Neutro,Luminoso,Apagado,Relajación,True,0.9815,0.9822,1.0,0.9815,0.3739,0.3507,0.106,0.1656,0.0463,0.9814
ABO,Hogar - Lámparas,"Rivet Modern Deer Head Ceramic Lamp With Bulb, 19.5""H, White and Brass",https://m.media-amazon.com/images/I/81SGOQbWELL._SX512_.jpg,228.1723,226.6,224.161,89.9156,0.1972,1.4909,14.3428,36.4819,0.0176,0.8948,Relajación,0.283,0.043517227880794686,0.0860403952642011,0.05071573656499255,0.046515584682691485,0.11657584420370619,0.2830375768546055,0.21037484204023865,0.16322279250876975,28.3,Neutro,Luminoso,Apagado,Relajación,True,0.8818,0.8818,0.932,0.8847,0.3791,0.3744,0.244,0.1013,0.019,0.8817
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Modern Metal Dome-Shaped Skinny Stem Floor Lamp, LED Bulbs Included, 58.25""H, Beige Pink",https://m.media-amazon.com/images/I/41qHleTpK6L._SX512_.jpg,253.2799,252.9292,239.47625000000005,99.2825,0.0262,0.3252,7.375787500000003,58.4756,0.0545,0.9933,Relajación,0.2726,0.053470897642474854,0.11504016716910598,0.06477445247609957,0.058678340179976585,0.11269556805794521,0.2726417808589908,0.13340174300236815,0.18929705061303878,27.26,Neutro,Luminoso,Apagado,Relajación,True,0.9956,0.9943,1.0,0.9946,0.3739,0.3552,0.0,0.1624,0.0589,0.9955
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Traditional Metal Torchiere Floor Lamp, LED Bulb Included, 72""H, Silver",https://m.media-amazon.com/images/I/41+pjQLfl4L._SX512_.jpg,254.0923,254.0996,239.47625000000005,99.6801,-0.0039,0.0011,7.375787500000003,60.03,0.0575,0.9965,Relajación,0.3338,0.06147643694588937,0.13381949907250956,0.05675874169388484,0.04873540827427442,0.02862909444284441,0.3338168182414743,0.1441601681555089,0.19260383317361424,33.38,Neutro,Luminoso,Apagado,Relajación,True,0.9992,0.9993,1.0,0.9992,0.373,0.3499,0.0,0.1668,0.0622,0.9992
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Contemporary Metal Table Lamp with Acrylic Accents, LED Bulb Included, 19.5""H, Brushed Nickel",https://m.media-amazon.com/images/I/419jSM-lk1L._SX512_.jpg,248.3232,248.4598,239.47625000000005,97.6569,-0.0899,0.1236,7.375787500000003,60.9123,0.0362,0.9744,Relajación,0.3604,0.05211057380680919,0.11748579017832685,0.048434236877242416,0.042031920982897715,0.040206031107530356,0.360421133753903,0.1514866826989284,0.18782363059436202,36.04,Neutro,Luminoso,Apagado,Relajación,True,0.9731,0.9752,1.0,0.9755,0.3703,0.3519,0.0,0.1692,0.0391,0.9737
ABO,Hogar - Lámparas,"Stone & Beam Knit Pattern Ceramic Living Room Table Desk Lamp With LED Light Bulb - 18 x 24 Inches, White",https://m.media-amazon.com/images/I/91txPOyhUtL._SX512_.jpg,214.0087,213.2767,208.1296,84.681,-0.6758,2.8744,21.6951,52.5295,0.0275,0.8392,Calma,0.2517,0.05338609232858974,0.09410824841632202,0.05006043660055731,0.04795953994691667,0.11760485029667116,0.18353792243040226,0.2516795137783512,0.2016633962021897,25.17,Neutro,Luminoso,Apagado,Relajación,False,0.8176,0.8248,0.8608,0.8233,0.3524,0.3971,0.5014,0.1459,0.0297,0.8175
ABO,Hogar - Lámparas,"Rivet Mid Century Modern Rubberwood Living Room Table Lamp With Light Bulb - 19 Inches, Black with Linen White Shade",https://m.media-amazon.com/images/I/81pFvzzGRuL._SX512_.jpg,232.0286,231.5734,231.2003,91.1935,0.1387,0.2689,21.834,27.0264,0.0036,0.9099,Relajación,0.281,0.041357434406352846,0.07289249157019806,0.07084911985683857,0.06462408217200048,0.1426903509424224,0.2810068088142563,0.18423205870711765,0.14234765353081366,28.1,Neutro,Luminoso,Apagado,Relajación,True,0.8993,0.903,0.9632,0.8997,0.3773,0.3543,0.5063,0.0751,0.0039,0.8991
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Modern Glass Table Lamp with Bulb, 16.63""H, Smoked Gray and Brass",https://m.media-amazon.com/images/I/414ewAL+7uL._SX512_.jpg,242.3033,242.022,239.3989,95.3171,-0.3341,1.3828,10.7606,54.1888,0.012,0.9502,Relajación,0.3396,0.0514582498563806,0.10722674447304621,0.048992026876923514,0.04311980471679119,0.06596008467605523,0.3396395839232947,0.16581420158695567,0.17778930389055292,33.96,Neutro,Luminoso,Apagado,Relajación,True,0.9458,0.9476,0.9997,0.948,0.3628,0.3726,0.1185,0.1505,0.013,0.9457
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Torchiere Standing Floor Lamp with Reading Light and LED Light Bulbs - 69.75 Inches, Dark Bronze with Frosted Glass Shade",https://m.media-amazon.com/images/I/41FnZxx1CYL._SX512_.jpg,250.0508,250.0042,239.47625000000005,98.0983,0.0212,0.0043,11.4668,59.7356,0.0423,0.9806,Neutro/Ambiguo,0.2121,0.0806291841842915,0.07952618651540712,0.14307502241021433,0.14314059850644173,0.07634917078385572,0.21208121619032344,0.12524403459334918,0.13995458681611694,21.21,Neutro,Luminoso,Apagado,Relajación,False,0.9809,0.9818,1.0,0.9807,0.3737,0.3499,0.1433,0.1659,0.0457,0.9808
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Textured Ceramic Table Lamp with LED Light Bulb - 16.75 Inch, White",https://m.media-amazon.com/images/I/41ft7cnFurL._SX512_.jpg,250.3909,250.4205,239.47625000000005,98.3787,-0.134,0.3486,7.375787500000003,60.1623,0.0437,0.982,Relajación,0.3295,0.05415400778265884,0.12190028559034054,0.051733797002850274,0.045436284440199926,0.05520720945441145,0.3294610669103621,0.14627420522531093,0.19583314359386603,32.95,Neutro,Luminoso,Apagado,Relajación,True,0.9825,0.9835,1.0,0.984,0.369,0.3556,0.0,0.1671,0.0472,0.9824
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Modern Glass Globe Living Room Table Desk Lamp with LED Light Bulb - 7"" x 10"", Matte Black",https://m.media-amazon.com/images/I/71WnBt0gZsL._SX512_.jpg,198.0086,197.3579,198.4647,78.0518,0.4677,-0.5489,32.959,275.2747,0.0056,0.7783,Aburrimiento,0.2654,0.05365757540206015,0.09406766439392845,0.05313897786316837,0.07756738377708693,0.11909130116481309,0.10177798933253127,0.23524996983360447,0.26544913823280725,26.54,Neutro,Luminoso,Apagado,Relajación,False,0.7451,0.7568,0.8179,0.7455,0.3874,0.3408,0.8959,0.7647,0.0061,0.7471
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Ceramic Bedside Table Lamp With Light Bulb And White Shade, 20""H, Slate Blue",https://m.media-amazon.com/images/I/81PLth8cEkL._SX512_.jpg,222.6376,224.712,226.7711,89.0857,-0.2192,-1.2922,14.5621,209.889,0.0182,0.8893,Relajación,0.2974,0.04254524989360449,0.09086737486133374,0.03801986616472064,0.0344244039638548,0.06728737027695636,0.2973859216461103,0.2540231981207436,0.17544661507267612,29.74,Neutro,Luminoso,Apagado,Relajación,True,0.8567,0.8737,0.9436,0.8749,0.3664,0.3286,0.2516,0.5831,0.0197,0.8753
ABO,Hogar - Lámparas,"Rivet Glass Ball and Metal Table Lamp - Matte Black, 21.5"" H, with Bulb",https://m.media-amazon.com/images/I/71jub4o2qCL._SX512_.jpg,244.2015,243.8863,239.47625000000005,95.9088,0.2337,-0.291,14.4898,55.9977,0.0193,0.9577,Relajación,0.3313,0.05712798309990535,0.10215637127678688,0.04896667602175727,0.05634971549475913,0.030888226329329794,0.331296348386757,0.1929765285193032,0.1802381508714014,33.13,Neutro,Luminoso,Apagado,Relajación,True,0.9544,0.9556,1.0,0.955,0.3802,0.3451,0.2491,0.1556,0.0209,0.9544
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Glass Stacked Ball Buffet Table Lamp with LED Light Bulb - 31 Inches, Dark Bronze with White Linen Shade",https://m.media-amazon.com/images/I/41I52ooJnEL._SX512_.jpg,248.4803,248.5334,239.47625000000005,97.6002,0.0567,-0.1982,11.2009,60.3518,0.0364,0.9746,Relajación,0.3325,0.052166376130217545,0.11490484939261594,0.045197104213667454,0.043589831063831797,0.027632801105696336,0.33250790067071734,0.18770772181311848,0.19629341561013514,33.25,Neutro,Luminoso,Apagado,Relajación,True,0.9738,0.9755,1.0,0.9748,0.3748,0.3466,0.1339,0.1677,0.0394,0.9739
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Metal Adjustable Living Room Standing Pharmacy Floor Lamp With LED Light Bulb - 49.75 - 62 Inches, Brushed Nickel",https://m.media-amazon.com/images/I/419U+zdSJIL._SX512_.jpg,252.1784,251.9559,239.47625000000005,98.9174,-0.0001,0.2555,7.375787500000003,58.949,0.0504,0.9889,Relajación,0.29,0.05242928857615382,0.11544202647583694,0.05993520795803953,0.05420365046545374,0.1008662014422705,0.2899952980321085,0.13678852423246246,0.19033980281767454,29.0,Neutro,Luminoso,Apagado,Relajación,True,0.9906,0.9901,1.0,0.9903,0.3731,0.3541,0.0,0.1638,0.0545,0.9904
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Gold Bedside Table Desk Lamp with Light Bulb - 18 Inches, Linen Shade",https://m.media-amazon.com/images/I/71KkNKc8piL._SX512_.jpg,240.3091,238.5184,235.4533,94.1903,0.168,1.8273,11.4775,37.8735,0.0202,0.9424,Relajación,0.312,0.05051924116331738,0.09805707479402559,0.05575971725690817,0.04993594296732781,0.09787719582484466,0.31202314921278373,0.16768017037087582,0.16814750840991688,31.2,Neutro,Luminoso,Apagado,Relajación,True,0.9368,0.9327,0.9821,0.9348,0.3782,0.3799,0.1436,0.1052,0.0218,0.9367
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Modern Adjustable Wall Mount Sconce Fixture With Light Bulb - 7.5 x 19 x 12.5 Inches, Matte Black",https://m.media-amazon.com/images/I/71yz4-b0gJL._SX512_.jpg,214.2422,212.8849,213.6038,83.875,0.755,-0.2364,31.6583,328.2207,0.0063,0.8402,Calma,0.25,0.06573795592959246,0.0770438739319168,0.07963247504738317,0.09659488535444405,0.09788411147500721,0.15023687856655815,0.2500013202430369,0.18286849945206124,25.0,Neutro,Luminoso,Apagado,Relajación,False,0.8187,0.8231,0.8851,0.8138,0.3962,0.346,0.8503,0.9118,0.0068,0.8186
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Scandinavian Blond-Wood Table Lamp with Metal Base, LED Bulb Included, 17.5""H, Beige",https://m.media-amazon.com/images/I/51iBdG3VLuL._SX512_.jpg,246.2622,245.1698,239.47625000000005,96.5527,-0.0385,1.4958,7.5175,50.3412,0.0276,0.9657,Relajación,0.311,0.05383332545644756,0.10975664479347266,0.05608694631037232,0.04992381837517313,0.08600986315720004,0.31095156602788354,0.15281550188680806,0.1806223339926426,31.1,Neutro,Luminoso,Apagado,Relajación,True,0.9638,0.9611,1.0,0.9625,0.3719,0.3744,0.005,0.1398,0.0298,0.9636
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Contemporary Curved Glass Table Lamp, LED Bulb Included, 19.25""H, Clear",https://m.media-amazon.com/images/I/51hSY6izd8L._SX512_.jpg,247.6722,247.9439,239.47625000000005,97.4843,-0.1392,0.1058,7.375787500000003,61.9252,0.0342,0.9723,Relajación,0.3703,0.0529646106404383,0.11704414873104531,0.04873740696396213,0.04197786039240018,0.03397827613608193,0.3702879385479724,0.1533295636170192,0.18168019497108065,37.03,Neutro,Luminoso,Apagado,Relajación,True,0.9702,0.9729,1.0,0.9735,0.3688,0.3516,0.0,0.172,0.037,0.9712
ABO,Hogar - Lámparas,"Amazon Brand – Rivet Mid-Century Floor Lamp with Shelves and Bulb, 62""H, Matte White",https://m.media-amazon.com/images/I/61CH7Wz3zyL._SX512_.jpg,252.6711,252.6755,239.47625000000005,99.1849,-0.019,0.0453,7.375787500000003,60.02,0.0522,0.9909,Relajación,0.3213,0.05502698843945537,0.12603907921031232,0.052902229973027154,0.04653944151626207,0.05362475930880301,0.3212539056466058,0.14206688358767944,0.20254671231785487,32.13,Neutro,Luminoso,Apagado,Relajación,True,0.9928,0.9932,1.0,0.9934,0.3725,0.3506,0.0,0.1667,0.0564,0.9927
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Glass Stacked Ball Living Room Floor Lamp with LED Light Bulb - 59.75 Inches, Dark Bronze with White Linen Shade",https://m.media-amazon.com/images/I/41gZ0BM3dnL._SX512_.jpg,249.5793,249.696,239.47625000000005,97.9962,-0.0134,-0.0762,11.0816,60.6851,0.0409,0.9792,Relajación,0.3422,0.05063402933539142,0.11800838904633065,0.046111313868836365,0.040290055190901335,0.02810837256394598,0.3422460077622664,0.1784296517472806,0.19617218048504723,34.22,Neutro,Luminoso,Apagado,Relajación,True,0.9788,0.9804,1.0,0.9795,0.3727,0.3486,0.1298,0.1686,0.0442,0.9792
ABO,Hogar - Lámparas,"Moderne Tischleuchte aus Keramik 15.5"" blau",https://m.media-amazon.com/images/I/81UKM6EQaeL._SX512_.jpg,227.4176,230.8402,231.692,91.0366,-0.7641,-0.8578,17.2215,191.9568,0.0184,0.9086,Relajación,0.342,0.0438521660356795,0.09226227262340014,0.03945707031288629,0.03460819249075579,0.056773434751924194,0.3419798328359976,0.22710465726625778,0.1639623736830986,34.2,Neutro,Luminoso,Apagado,Relajación,True,0.8784,0.8999,0.9654,0.8978,0.3497,0.3358,0.3448,0.5333,0.0199,0.8976
ABO,Hogar - Lámparas,"Rivet Mid Century lámpara de pie moderna para salón con foco de luz – 58,5 pulgadas, latón",https://m.media-amazon.com/images/I/71+KMW6iPyL._SX512_.jpg,251.3801,251.0337,239.47625000000005,98.5257,0.0177,0.4516,9.387,58.254,0.0474,0.9858,Relajación,0.2908,0.05233328521601198,0.1131324595138587,0.060759775127263896,0.054891456679982104,0.10363576887191923,0.29076906319474666,0.13807085515111137,0.18640733624510603,29.08,Neutro,Luminoso,Apagado,Relajación,True,0.987,0.9862,1.0,0.9857,0.3736,0.3573,0.0704,0.1618,0.0512,0.9868
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Round Ceramic Table Desk Lamp with Light Bulb - 11 x 11 x 20 Inches, Burnt Orange and White Shade",https://m.media-amazon.com/images/I/81RQ8a6DJ1L._SX512_.jpg,223.9633,209.6877,203.8255,84.8929,5.4429,6.1434,22.4402,17.4663,0.0899,0.8783,Neutro/Ambiguo,0.1935,0.0914584770622783,0.04872474538296935,0.12218723153582033,0.11566140517555745,0.1781987688009916,0.10125002630970116,0.19354321895074506,0.14897612678193678,19.35,Cálido,Luminoso,Apagado,Relajación,False,0.8627,0.8095,0.8417,0.8258,0.5399,0.4508,0.5275,0.0485,0.0972,0.8626
ABO,Hogar - Lámparas,"Ravenna Home Clear Ribbed Glass Cylinder Living Room Floor Lamp with LED Light Bulb - 64.25 Inches, Dark Bronze",https://m.media-amazon.com/images/I/41QtgNNdyAL._SX512_.jpg,250.3066,250.0795,239.47625000000005,98.2262,0.0981,-0.022,8.4884,58.7419,0.0433,0.9816,Relajación,0.2381,0.08509740831419985,0.09137702924354074,0.11110703874331687,0.12711154881771078,0.039322596201087794,0.2380940042839453,0.14803014735486134,0.1598602270413374,23.81,Neutro,Luminoso,Apagado,Relajación,True,0.9821,0.9821,1.0,0.9822,0.3761,0.3495,0.039,0.1632,0.0468,0.982
ABO,Hogar - Lámparas,"Lámpara de mesa Stone & Beam, Walnut With Antique Brass",https://m.media-amazon.com/images/I/8141rl1RQBL._SX512_.jpg,232.0727,229.2767,227.3181,90.6443,0.8165,1.5145,20.4837,24.7163,0.0205,0.9101,Relajación,0.261,0.0479537295646778,0.08048218484074146,0.07299545198697083,0.06592569982565988,0.1340228281112549,0.261000739611451,0.18691879016335675,0.1507005758958874,26.1,Neutro,Luminoso,Apagado,Relajación,True,0.8995,0.8932,0.946,0.8932,0.3981,0.3748,0.459,0.0687,0.0222,0.8994
ABO,Hogar - Lámparas,"Amazon Brand – Ravenna Home Glass Table Lamp, Bulb Included, 16.5""H, Clear",https://m.media-amazon.com/images/I/41TI8Ly+W2L._SX512_.jpg,248.8318,249.0944,239.47625000000005,97.9103,-0.0527,-0.127,7.375787500000003,61.6382,0.0386,0.9768,Relajación,0.348,0.05134190568209501,0.11809184400103778,0.047038110270540605,0.040599022593515104,0.02894412605630026,0.34795060225077346,0.17358453256083856,0.19244985658489924,34.8,Neutro,Luminoso,Apagado,Relajación,True,0.9754,0.9779,1.0,0.9785,0.3715,0.3478,0.0,0.1712,0.0417,0.9764
ABO,Hogar - Lámparas,"Amazon Brand – Stone & Beam Glass Column Living Room Table Desk Lamp With Light Bulb and Linen Shade, 23""H, Brushed Brass",https://m.media-amazon.com/images/I/71XEFMKYAGL._SX512_.jpg,239.8713,238.5401,236.3859,94.1194,0.1251,1.301,13.1224,37.0838,0.0145,0.9407,Relajación,0.3206,0.047175070534223734,0.09548719368089234,0.0539501829724733,0.04860572284487522,0.10093564751148308,0.3206282666254715,0.16818587167690469,0.1650320441536761,32.06,Neutro,Luminoso,Apagado,Relajación,True,0.9348,0.9328,0.9863,0.934,0.3769,0.3712,0.2012,0.103,0.0157,0.9347
ABO,Hogar - Lámparas,Rivet Modern Home ALT17032519S Lampe de table Argenté,https://m.media-amazon.com/images/I/71MDk8mR2gL._SX512_.jpg,240.8747,240.037,239.1853,94.7308,0.1345,0.5348,9.9968,30.2486,0.007,0.9446,Relajación,0.3143,0.04445013797427183,0.0891823567304437,0.06113521839754654,0.05553407619265716,0.12113184676252114,0.3143068746455741,0.15719742058605626,0.15706206871092931,31.43,Neutro,Luminoso,Apagado,Relajación,True,0.9394,0.9392,0.9987,0.9412,0.3772,0.3587,0.0918,0.084,0.0076,0.9392
