fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L,emocion_1,valencia_1,deltaE_1,emocion_2,deltaE_2,emocion_3,deltaE_3
Amazon Berkeley Objects,Hogar - Sofás,"Juniper Taschenmesser, Niete 25010117",https://m.media-amazon.com/images/I/B1TLpL9XhwS._SX512_.jpg,62.9088,75.3993,80.7404,30.1091,-3.3862,-4.6522,22.9532,Tired,Negativa - Baja activación,6.33,Sad,11.85,Bored,12.38
Amazon Berkeley Objects,Moda - Zapatos,Centrino Men's Brown Floaters-10 UK (44 EU) (11 US) (6116-01),https://m.media-amazon.com/images/I/81vfaiZdwUL._SX512_.jpg,175.4051,154.5771,144.7868,64.6076,6.8103,8.4653,24.0732,Thirsty,Neutral - Sensorial,15.78,Romantic,15.8,Anxious,15.9
Amazon Berkeley Objects,Moda - Zapatos,Flavia Women's Grey Ballet Flats-4 UK (36 EU) (5 US) (FL-96/GRY),https://m.media-amazon.com/images/I/61rVOceOGpL._SX512_.jpg,226.8459,223.6064,221.4508,88.8666,0.8854,1.568,17.6454,Soothed,Positiva - Baja activación,14.07,Refreshed,16.45,Relaxed,21.86
Amazon Berkeley Objects,Hogar - Lámparas,"Amazon Brand – Ravenna Home Clear Ribbed Glass Cylinder Table Lamp with LED Bulb - 21 Inches, Dark Bronze",https://m.media-amazon.com/images/I/41eNHMZ0L7L._SX512_.jpg,241.4018,240.7227,240.6002,94.8076,0.219,0.1228,14.5499,Soothed,Positiva - Baja activación,17.57,Refreshed,21.91,Calm,26.17
Amazon Berkeley Objects,Hogar - Relojes pared,"Amazon Brand - Solimo 12"" Wall Clock - Sheer Black (Silent Movement, Black Frame)",https://m.media-amazon.com/images/I/81iUk1N-1lL._SX512_.jpg,103.6636,101.0258,100.397,40.5531,1.0194,0.7986,35.6396,Bored,Negativa - Baja activación,5.11,Sleepy,9.05,Tired,15.13
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Derby leather formal shoes,https://m.media-amazon.com/images/I/81RH5wDCABL._SX512_.jpg,223.6639,216.7881,214.1496,86.1731,2.5554,2.7076,27.203,Soothed,Positiva - Baja activación,14.33,Refreshed,14.88,Relaxed,20.79
Amazon Berkeley Objects,Moda - Zapatos,Klepe Men's Running Shoes-9 UK (40 EU) (7 US) (KP040/BLK),https://m.media-amazon.com/images/I/81GcSDwzviL._SX512_.jpg,183.0671,183.1564,183.1676,72.0343,-0.0273,-0.0275,39.0441,Refreshed,Positiva - Baja activación,6.98,Thirsty,8.84,Relaxed,9.61
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Stone & Beam Charles Classic Oversized Leather Accent Arm Chair, 39""W, Saddle Brown",https://m.media-amazon.com/images/I/91Zv-bpkb6L._SX512_.jpg,192.7675,160.741,146.9596,67.9447,11.5455,13.3287,28.0021,Romantic,Positiva - Alta activación,14.63,Hungry,15.77,Energized,17.17
Amazon Berkeley Objects,Moda - Zapatos,"find. Men's Amz031/01 Brogues, Brown, Womens 8",https://m.media-amazon.com/images/I/61W6psmG7nL._SX512_.jpg,161.7151,138.7657,131.4261,58.0903,8.9866,8.6205,34.1179,Anxious,Negativa - Alta activación,9.27,Irritated,11.35,Sensual,12.24
Amazon Berkeley Objects,Moda - Zapatos,Flavia Women's Grey Ballet Flats-8 UK (40 EU) (9 US) (FL-926/GRY),https://m.media-amazon.com/images/I/717CPfr4kBL._SX512_.jpg,220.4284,209.7068,202.2378,84.359,2.9958,5.5332,19.2864,Refreshed,Positiva - Baja activación,13.95,Soothed,15.87,Happy,19.63
Amazon Berkeley Objects,Moda - Pendientes,[Find] Amazon Collection Rhodium Plated suta-ringusiruba-kuriakyu-bikkuzirukonia and White Culture Freshwater pa-ruakusentohu-puiyaringu Binaural Headset for Hoop Earrings jee01472 _ 110cl00jd00,https://m.media-amazon.com/images/I/51JWPmt-TAL._SX512_.jpg,251.6791,251.5546,251.3794,98.7754,0.0096,0.105,5.7222,Soothed,Positiva - Baja activación,20.95,Refreshed,25.66,Calm,29.33
Amazon Berkeley Objects,Hogar - Sillas,"Strathwood Griffen All-Weather Wicker Chaise Lounge, Dark Brown",https://m.media-amazon.com/images/I/81QE8pQ7W2L._SX512_.jpg,205.1656,198.4408,193.3628,79.0361,1.8241,3.7002,31.1604,Refreshed,Positiva - Baja activación,9.33,Soothed,13.15,Relaxed,15.93
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symactive Women's White/Pink Running Shoes-4 UK (37 EU) (7 US) (SYM-ET-018A),https://m.media-amazon.com/images/I/71c1a3wiSCL._SX512_.jpg,232.9867,231.9185,230.3559,91.9267,0.0994,0.9108,8.517,Soothed,Positiva - Baja activación,15.51,Refreshed,19.05,Relaxed,24.11
Amazon Berkeley Objects,Moda - Zapatos,ELISE Women's Pink Flip-Flops-7 UK (40 EU) (8 US) (EHS20-007),https://m.media-amazon.com/images/I/81FJcvvYHtL._SX512_.jpg,226.5474,204.8837,202.604,84.178,7.7656,5.374,21.9688,Refreshed,Positiva - Baja activación,17.28,Soothed,19.1,Happy,20.1
Amazon Berkeley Objects,Hogar - Jarrones,"Amazon Brand – Rivet Modern Angled Stoneware Home Decor Flower Vase - 9 Inch, White",https://m.media-amazon.com/images/I/81lZH+1YkRL._SX512_.jpg,229.2296,227.7086,225.4,90.3955,0.1185,1.3598,11.1068,Soothed,Positiva - Baja activación,14.59,Refreshed,17.58,Relaxed,22.85
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Rivet Aiden Mid-Century Sectional with Tapered Wood Legs, 86""W, Hunter Green",https://m.media-amazon.com/images/I/61ht7u2x7BL._SX512_.jpg,158.7532,161.3044,157.611,64.2144,-1.7561,1.8064,34.1153,Thirsty,Neutral - Sensorial,5.06,Refreshed,10.73,Relaxed,10.9
Amazon Berkeley Objects,Moda - Relojes,Amazon Brand - Symbol Men's Analog Brown Dial Watch,https://m.media-amazon.com/images/I/71fwvn1u00L._SX512_.jpg,171.6962,161.2593,153.0865,65.8524,3.0524,6.3548,28.4874,Thirsty,Neutral - Sensorial,11.63,Refreshed,12.63,Healthy,15.68
Amazon Berkeley Objects,Hogar - Mesas,"Alkove Hayes Extendable Solid Wood Table, 180 cm",https://m.media-amazon.com/images/I/51FUMhqJzQL._SX512_.jpg,243.5482,239.7959,235.6564,94.6884,0.8995,2.7911,14.7543,Soothed,Positiva - Baja activación,18.85,Refreshed,21.81,Happy,25.77
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Sneakers,https://m.media-amazon.com/images/I/81pLF8-gWyL._SX512_.jpg,231.1393,232.7819,230.6112,91.3841,-1.1355,1.0629,22.9669,Soothed,Positiva - Baja activación,14.62,Refreshed,18.16,Relaxed,23.26
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Stone & Beam Fischer Sleeper Chair, 51""W, Driftwood Leather",https://m.media-amazon.com/images/I/81iuupzLbhL._SX512_.jpg,158.2294,148.8896,146.7334,59.7301,3.93,3.0516,40.4423,Thirsty,Neutral - Sensorial,11.53,Anxious,15.49,Sensual,16.05
Amazon Berkeley Objects,Moda - Zapatos,Flavia Women's Grey Running Shoes-7 UK (39 EU) (8 US) (FKT/ST-1912/GRY),https://m.media-amazon.com/images/I/81iszzqi6mL._SX512_.jpg,222.5825,222.5779,221.8654,88.1396,-0.1309,0.3668,19.6473,Soothed,Positiva - Baja activación,12.41,Refreshed,15.53,Relaxed,20.49
Amazon Berkeley Objects,Moda - Zapatos,Teen Mix By Catwalk Women's Gold Footwear-5 UK (37 EU) (7 US) (TM4256XX_A),https://m.media-amazon.com/images/I/81oRksi2KtL._SX512_.jpg,235.3683,226.3239,218.5896,90.1953,2.4096,5.4601,18.303,Soothed,Positiva - Baja activación,17.99,Refreshed,18.41,Happy,21.25
Amazon Berkeley Objects,Hogar - Mesas,"Artum Hill TA4-791 Laurel Coffee Table, Modern Gray",https://m.media-amazon.com/images/I/81Uz2r+N8FL._SX512_.jpg,248.0857,247.0639,245.881,97.1386,0.1672,0.742,11.3978,Soothed,Positiva - Baja activación,19.76,Refreshed,24.05,Calm,28.26
Amazon Berkeley Objects,Hogar - Sillas,"Strathwood Folding Garden Arm Chair with Carry Bag, Lime Fizz",https://m.media-amazon.com/images/I/91kPzrAof1S._SX512_.jpg,216.6528,222.802,192.0497,87.1619,-6.4167,14.0926,21.2078,Happy,Positiva - Alta activación,15.94,Refreshed,17.22,Soothed,21.34
Amazon Berkeley Objects,Hogar - Sillas,AmazonBasics Padded Zero Gravity Chair- Black,https://m.media-amazon.com/images/I/91rh4ndoNRL._SX512_.jpg,175.5885,172.494,167.9627,68.557,0.5031,2.9396,36.9002,Thirsty,Neutral - Sensorial,8.21,Refreshed,8.48,Relaxed,11.72
Amazon Berkeley Objects,Moda - Pendientes,18K Yellow Gold Plated Sterling Silver Baguette Cut Created Alex Cirundum Stud Earrings,https://m.media-amazon.com/images/I/51xvOqN+zuL._SX512_.jpg,210.4718,201.261,201.4915,80.612,3.9902,1.0763,29.9159,Refreshed,Positiva - Baja activación,12.13,Soothed,13.09,Relaxed,17.13
Amazon Berkeley Objects,Hogar - Mesas,"ROCKPOINT Argus Lift-Top Wood Coffee Table, Sandy Oak",https://m.media-amazon.com/images/I/91p+fHWsG2L._SX512_.jpg,194.7672,181.003,165.3212,73.6942,2.8724,10.4062,23.7889,Refreshed,Positiva - Baja activación,11.56,Healthy,16.2,Happy,16.83
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand - Alkove Hayes Rectangular Solid Wood Coffee Table with 1-Shelf, 100 x 70 x 45cm, Core Beech",https://m.media-amazon.com/images/I/71SghOmlHxL._SX512_.jpg,240.7746,231.1674,223.4061,92.0153,2.7593,5.5766,17.5552,Soothed,Positiva - Baja activación,19.33,Refreshed,20.2,Happy,21.89
Amazon Berkeley Objects,Moda - Zapatos,Flavia Women's Lilac Running Shoes-6 UK (38 EU) (7 US) (FKT/SP021/LLC),https://m.media-amazon.com/images/I/81ctI4loJYL._SX512_.jpg,222.288,217.031,218.1798,86.5238,2.1702,0.1288,21.7305,Soothed,Positiva - Baja activación,12.81,Refreshed,15.23,Relaxed,20.07
Amazon Berkeley Objects,Moda - Zapatos,Bourge Men's Magic-18 Red Sneakers-11 UK (45 EU) (12 US) (Magic-18-11),https://m.media-amazon.com/images/I/81KcyD1CCDL._SX512_.jpg,213.1386,137.5279,143.593,68.4504,27.8333,17.3804,29.5913,Romantic,Positiva - Alta activación,15.13,Hungry,19.84,Energized,23.56
Amazon Berkeley Objects,Moda - Zapatos,Nubeno Men's Black Formal Shoes-7 UK (41 EU) (3902),https://m.media-amazon.com/images/I/71BeZadDNML._SX512_.jpg,191.2311,191.271,191.3031,75.5811,-0.0112,-0.0197,35.0135,Refreshed,Positiva - Baja activación,6.89,Soothed,10.2,Relaxed,10.94
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド マイクロパヴェ ミルグレーン赤いスワロフスキージルコニア クロスシェイプスタッドピアス 両耳用スタッドピアス JEE13621_5NNRD00A100,https://m.media-amazon.com/images/I/61Wr2QZN7-L._SX512_.jpg,251.2471,249.6647,246.8318,98.1632,0.1932,1.6735,8.2603,Soothed,Positiva - Baja activación,20.99,Refreshed,24.98,Happy,28.63
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Rivet Revolve Modern Leather Sofa Couch, 80""W, Black",https://m.media-amazon.com/images/I/71V+p1ca--L._SX512_.jpg,125.3805,125.0372,124.9086,49.535,0.1324,0.1421,40.4007,Bored,Negativa - Baja activación,8.6,Sleepy,9.28,Thirsty,16.43
Amazon Berkeley Objects,Moda - Zapatos,Bourge Men's D.Grey and Sea Green Sneakers-6 UK (40 EU) (7 US) (Reef-15),https://m.media-amazon.com/images/I/916Uf7SUgPL._SX512_.jpg,173.3857,180.5795,179.2409,71.9978,-1.9739,0.2382,28.2816,Refreshed,Positiva - Baja activación,5.28,Thirsty,7.95,Relaxed,8.23
Amazon Berkeley Objects,Tecnología - Auriculares,AmazonBasics Volume Limited Wired Hoofdtelefoon voor kinderen met twee poorten om te delen – Blauw Zwart,https://m.media-amazon.com/images/I/71vUu9c5BsL._SX512_.jpg,180.4886,180.1812,181.7275,70.9457,0.5042,-0.9283,39.7458,Thirsty,Neutral - Sensorial,8.17,Refreshed,8.19,Relaxed,9.48
Amazon Berkeley Objects,Hogar - Sofás,Amazon Brand - Solimo Metro  Fabric 3 seater Sofa cum Bed (Brown),https://m.media-amazon.com/images/I/81ZhnoN-myL._SX512_.jpg,165.6574,145.2105,138.9094,60.8834,8.0258,7.7358,30.3123,Anxious,Negativa - Alta activación,12.35,Sensual,14.17,Romantic,14.28
Amazon Berkeley Objects,Moda - Zapatos,Nubeno Men's Black Loafers-6 UK (40 EU) (8003),https://m.media-amazon.com/images/I/71zBGsuhJtL._SX512_.jpg,190.0324,189.9055,190.6057,74.8881,0.2115,-0.4058,36.6597,Refreshed,Positiva - Baja activación,7.14,Soothed,10.46,Relaxed,10.6
Amazon Berkeley Objects,Moda - Sombreros,"Taloyone Face Mask Bandanas Neck Gaiter Ear Loops Face Balaclava Non Slip Light Cool Breathable Bandana Face Neck Gaiter Mask Protection Headwear Headband for Sports and Outdoors, Color#13",https://m.media-amazon.com/images/I/81PU85+K8xL._SX512_.jpg,166.5833,173.5397,184.1674,68.5817,1.8129,-7.1244,38.9419,Thirsty,Neutral - Sensorial,9.25,Relaxed,10.14,Refreshed,13.89
Amazon Berkeley Objects,Hogar - Alfombras,"Ravenna Home Round Vintage Damask Patterned Rug, 5'3"" Round, Pink on Ivory",https://m.media-amazon.com/images/I/A1Yt4VAU0hL._SX512_.jpg,141.0686,131.0307,123.5342,53.9429,2.5416,5.4342,28.2054,Anxious,Negativa - Alta activación,12.17,Irritated,13.69,Thirsty,15.31
Amazon Berkeley Objects,Hogar - Mesas,Amazon Brand – Rivet Round Three-Shelf White Marble and Stainless Steel End Side Table,https://m.media-amazon.com/images/I/81+k64y+rPL._SX512_.jpg,216.1881,212.6248,208.3345,84.6265,0.7982,2.9812,23.1883,Refreshed,Positiva - Baja activación,12.62,Soothed,12.76,Relaxed,18.84
Amazon Berkeley Objects,Hogar - Sillas,"Strathwood St. Thomas Cast Aluminum Chaise Lounge Cushion, Solid Black",https://m.media-amazon.com/images/I/71-uDYta+ES._SX512_.jpg,175.5146,175.3352,174.86,68.7954,-0.0345,0.3382,41.2486,Thirsty,Neutral - Sensorial,6.67,Refreshed,8.35,Relaxed,9.66
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand – Stone & Beam Andover Modern Sofa Couch, 78""W, Charcoal",https://m.media-amazon.com/images/I/91wINHygNVL._SX512_.jpg,193.7738,193.9719,192.3353,76.7807,-0.4272,0.94,32.7339,Refreshed,Positiva - Baja activación,6.56,Soothed,10.09,Relaxed,11.77
Amazon Berkeley Objects,Hogar - Sofás,"Asphalt Swatch, Ravenna Home",https://m.media-amazon.com/images/I/A19yc5WcP4L._SX512_.jpg,104.5598,93.208,88.2685,39.5676,3.6247,4.4386,21.8479,Bored,Negativa - Baja activación,9.5,Sleepy,13.5,Tense,14.47
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand - Movian Arendsee - Set da 2 sedie sala da pranzo, 55 x 48,5 x 85 cm, Nero/ gambe in rubberwood verniciate di nero",https://m.media-amazon.com/images/I/714yxRDpQ6L._SX512_.jpg,212.1293,212.1183,212.4376,83.4689,0.0766,-0.1895,31.9681,Soothed,Positiva - Baja activación,9.79,Refreshed,11.69,Relaxed,16.43
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand - Rivet Coen Contemporary Modern Upholstered Accent Swivel Chair, 30""W, Sunday Maize",https://m.media-amazon.com/images/I/81qwObZ7N0L._SX512_.jpg,223.6989,206.2588,178.0612,83.3677,3.4467,17.365,20.3549,Happy,Positiva - Alta activación,7.78,Alert,18.5,Energized,18.95
Amazon Berkeley Objects,Hogar - Sofás,"Amazon Brand - Alkove Marlow Hand-Crafted Leather Sofa, 2 Seater Maxi, 92 x 190 x 88cm, Light Grey",https://m.media-amazon.com/images/I/711Vno4mVvL._SX512_.jpg,194.9489,194.5673,195.1869,78.0047,0.2644,-0.2749,22.3656,Refreshed,Positiva - Baja activación,8.12,Soothed,9.46,Relaxed,12.44
Amazon Berkeley Objects,Moda - Zapatos,"The Fix Women's Cooley Three Buckle Closed-Toe Mary Jane Dress Pump,Black,8 B US",https://m.media-amazon.com/images/I/71QZ51e6nML._SX512_.jpg,187.1798,184.3618,178.5705,72.6638,0.1419,3.5237,38.1676,Refreshed,Positiva - Baja activación,6.31,Thirsty,10.76,Relaxed,12.08
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Brand – Ravenna Home Casual Striped Throw Pillow - 17 x 17 Inch, Teal",https://m.media-amazon.com/images/I/A1jUd+kQFVL._SX512_.jpg,182.4864,201.849,198.4111,79.4187,-6.9793,-0.3839,19.6719,Soothed,Positiva - Baja activación,5.65,Refreshed,6.46,Relaxed,10.54
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Stone & Beam Contemporary Ikat Inspired Wool Area Rug, 3' 6"" x 5' 6"", Silver",https://m.media-amazon.com/images/I/A1uBFKOA-IL._SX512_.jpg,123.1494,111.1403,101.6469,46.9624,3.2554,7.0496,20.2856,Anxious,Negativa - Alta activación,10.5,Irritated,11.19,Bored,12.54
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Stone & Beam Contemporary Mode Tone Wool Area Rug, 5 x 8 Foot, Taupe",https://m.media-amazon.com/images/I/A12UHpQZtiL._SX512_.jpg,137.6725,122.0567,109.4174,51.226,3.9276,8.9768,24.6457,Anxious,Negativa - Alta activación,8.71,Irritated,10.63,Sensual,15.31
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's NAVY PU Formal Shoes - 10 UK (AZ-SY-423),https://m.media-amazon.com/images/I/81w4XSJI-LL._SX512_.jpg,137.5445,138.593,146.9416,55.4491,1.6471,-5.0975,37.8752,Thirsty,Neutral - Sensorial,12.04,Sleepy,12.17,Bored,13.59
Amazon Berkeley Objects,Moda - Pendientes,[AJC コレクション]AJC Collection ピアス プラチナ コーティング 8mm ラウンド レッド CZ マティーニ ピアス,https://m.media-amazon.com/images/I/71aVmk9B7aL._SX512_.jpg,226.1184,165.5374,162.1113,75.3023,23.1815,16.3539,27.9842,Romantic,Positiva - Alta activación,17.53,Energized,21.09,Happy,22.08
Amazon Berkeley Objects,Hogar - Cojines,"Amazon Brand – Stone & Beam Striated Velvet Linen-Look Decorative Throw Pillow, 17"" x 17"", Laguna",https://m.media-amazon.com/images/I/A1vT6m-hkaL._SX512_.jpg,157.5291,188.6218,196.9781,74.24,-8.4051,-7.7181,16.6478,Calm,Positiva - Baja activación,4.26,Relaxed,5.05,Soothed,6.17
Amazon Berkeley Objects,Hogar - Mesas,Strathwood Mercer Collection Malas Hardwood Rectangular Table,https://m.media-amazon.com/images/I/51ZGX6ZQMHL._SX512_.jpg,175.4318,144.3557,127.3156,61.4083,11.885,15.7556,33.3629,Hungry,Neutral - Sensorial,9.19,Anxious,12.01,Irritated,14.74
Amazon Berkeley Objects,Hogar - Mesas,"Amazon Brand - Movian Aggol Lift-Top Coffee Table, 50 x 100 x 44cm, Dark Grey",https://m.media-amazon.com/images/I/61yghgdd5XL._SX512_.jpg,192.9397,192.9397,192.9397,75.8868,-0.0019,0.0037,37.3581,Refreshed,Positiva - Baja activación,6.97,Soothed,10.1,Relaxed,11.12
Amazon Berkeley Objects,Moda - Mochilas,"AmazonBasics Youth Baseball Equipment Backpack, Navy",https://m.media-amazon.com/images/I/81FSghz5LLL._SX512_.jpg,208.5885,212.7474,217.1604,83.6293,0.1267,-2.6456,31.9146,Soothed,Positiva - Baja activación,8.67,Refreshed,12.73,Relaxed,16.04
Amazon Berkeley Objects,Hogar - Sillas,"Amazon Brand – Stone & Beam Edmunds Traditional Recliner, 30""W, Blue",https://m.media-amazon.com/images/I/A1RfECMW-9L._SX512_.jpg,152.8644,156.3896,163.0553,62.7906,0.2457,-4.243,32.0384,Thirsty,Neutral - Sensorial,6.12,Relaxed,10.98,Refreshed,14.74
Amazon Berkeley Objects,Moda - Zapatos,ELISE Women's Multi Flip-Flops-5 UK (38 EU) (6 US) (EFFS20-09),https://m.media-amazon.com/images/I/71QSQmE76jL._SX512_.jpg,146.0302,150.0987,161.2164,59.3178,2.4989,-7.5912,41.7986,Thirsty,Neutral - Sensorial,10.94,Relaxed,15.2,Sleepy,15.98
Amazon Berkeley Objects,Moda - Pendientes,[アマゾンコレクション] Amazon Collection 14Kイエローゴールド 3mmラウンド 三石爪ファンシーブルーのスワロフスキージルコニア カーブスタッドピアス 両耳用スタッドピアス JEE13623_5NNFB00A100,https://m.media-amazon.com/images/I/61Qs4bxYNkL._SX512_.jpg,245.69,247.8181,248.758,97.3188,-0.1291,-0.7074,10.6033,Soothed,Positiva - Baja activación,19.37,Refreshed,24.33,Calm,27.77
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - 206 Collective Women's Madison Suede Ballet Flat,https://m.media-amazon.com/images/I/615ZEMSbroL._SX512_.jpg,144.2038,144.0489,145.6177,56.8428,0.4686,-1.0187,41.4399,Thirsty,Neutral - Sensorial,9.87,Sleepy,14.38,Bored,15.15
Amazon Berkeley Objects,Moda - Sombreros,The Drop Women's Julie Ribbed Beanie Hat,https://m.media-amazon.com/images/I/91WEgGoa7IL._SX512_.jpg,236.9499,230.9581,219.9318,91.7646,0.1878,6.1513,7.0505,Soothed,Positiva - Baja activación,18.38,Refreshed,19.07,Happy,21.57
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Leather Loafers - 11 UK/India (45 EU)(AZ-OM-67A),https://m.media-amazon.com/images/I/812rCafEZzL._SX512_.jpg,215.522,215.522,215.522,84.8135,-0.0021,0.004,30.8029,Soothed,Positiva - Baja activación,10.4,Refreshed,12.72,Relaxed,17.56
Amazon Berkeley Objects,Moda - Bolsos,"The Fix Alexa Metallic Small Crossbody Bag with Faux Fur Pom, Fuchsia Metallic/Black Pom, One Size",https://m.media-amazon.com/images/I/81H2oUMkm0L._SX512_.jpg,166.3899,119.3223,167.3929,57.0361,23.6938,-15.2574,36.4824,Sensual,Neutral - Sensorial,19.78,Romantic,20.93,Tense,27.83
Amazon Berkeley Objects,Moda - Zapatos,"find. FERN-S-SH-1-70 Sling Back Tacchi, Nero Nero, 8",https://m.media-amazon.com/images/I/71bYsfCYE8L._SX512_.jpg,234.7721,234.0107,233.4868,91.9985,0.214,0.3713,23.0619,Soothed,Positiva - Baja activación,15.38,Refreshed,19.22,Relaxed,24.09
Amazon Berkeley Objects,Cocina - Cafeteras,"Amazon Brand - Solimo Zing Coffee Maker, Black (Ideal for Black coffee, Makes 4-6 Cups)",https://m.media-amazon.com/images/I/818T0xEv+ZL._SX512_.jpg,141.593,141.5726,143.7626,56.0267,0.5218,-1.3479,41.1158,Thirsty,Neutral - Sensorial,10.56,Sleepy,13.53,Bored,14.28
Amazon Berkeley Objects,Hogar - Alfombras,"Amazon Brand – Rivet Contemporary Handtufted Cotton-and-Wool Area Rug with Geometric Feathered Pattern, 8' x 10', Black and Cream",https://m.media-amazon.com/images/I/A1k-CK1uI3L._SX512_.jpg,101.2733,97.4224,90.5147,39.1745,0.2844,4.2542,33.7376,Bored,Negativa - Baja activación,8.73,Sleepy,12.46,Tired,16.95
Amazon Berkeley Objects,Moda - Pulseras,Amazon Collection JEB00015_110CL7QJD00 Silver Ag925 Bracelet,https://m.media-amazon.com/images/I/713nQOqorOL._SX512_.jpg,247.0525,247.0874,247.3778,97.0995,0.0414,-0.1496,11.4334,Soothed,Positiva - Baja activación,19.4,Refreshed,24.08,Calm,27.85
Amazon Berkeley Objects,Moda - Collares,"[Find] Amazon Collection 14 K iero-go-rudokerutonottopendantonekkuresu, 18 &quot;",https://m.media-amazon.com/images/I/71CLM-0AUGL._SX512_.jpg,248.9365,248.3989,246.1834,97.5761,-0.163,1.216,10.2809,Soothed,Positiva - Baja activación,20.19,Refreshed,24.35,Calm,28.67
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand - 206 Collective Women's Cooper Perforated Slip-on Fashion Sneaker, Denim Blue Suede, 9 B US",https://m.media-amazon.com/images/I/71-nsDfWGFL._SX512_.jpg,182.5466,190.0691,196.3644,76.0953,-1.2165,-4.1006,19.9264,Soothed,Positiva - Baja activación,7.23,Refreshed,8.81,Relaxed,9.16
Amazon Berkeley Objects,Moda - Zapatos,"find. Sadle Driver Mocassini Uomo, Blu (Navy), 42 EU",https://m.media-amazon.com/images/I/71kUenG5bKL._SX512_.jpg,230.3603,230.4346,231.3785,90.7007,0.1976,-0.554,23.2325,Soothed,Positiva - Baja activación,14.0,Refreshed,18.16,Relaxed,22.7
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Leather Formal Derby shoes,https://m.media-amazon.com/images/I/81xUIdvWSXL._SX512_.jpg,215.5358,215.3109,215.1741,84.6571,0.0654,0.1158,31.5774,Soothed,Positiva - Baja activación,10.44,Refreshed,12.6,Relaxed,17.49
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's Tan Synthetic Formal Shoes - 11 UK (AZ-KY-331B),https://m.media-amazon.com/images/I/71vOwnBaIZL._SX512_.jpg,151.7348,137.7501,131.1077,56.0592,5.3716,6.619,38.8274,Anxious,Negativa - Alta activación,10.47,Irritated,12.28,Sensual,13.75
Amazon Berkeley Objects,Moda - Zapatos,"Amazon Brand - find. Women's Woven Open Back Leather, Brown, US 5",https://m.media-amazon.com/images/I/71S1BrTbLDL._SX512_.jpg,246.8014,242.0943,239.8941,95.6658,1.6323,1.9926,14.2136,Soothed,Positiva - Baja activación,19.59,Refreshed,22.99,Happy,26.86
Amazon Berkeley Objects,Hogar - Sillas,"Stone & Beam Rowena Upholstered Swivel Chair, 38"" W, Charcoal",https://m.media-amazon.com/images/I/91FgxyIkNLL._SX512_.jpg,188.6903,188.0293,181.7378,74.7334,-0.9311,3.68,31.2064,Refreshed,Positiva - Baja activación,5.17,Thirsty,11.98,Relaxed,12.15
Amazon Berkeley Objects,Moda - Zapatos,Klepe Boy's Sea Green Running Shoes-13 UK (32 EU) (1 Kids US) (KD/KPK-01/GRN),https://m.media-amazon.com/images/I/71kyX6eIDmL._SX512_.jpg,201.9947,208.7053,211.1407,82.724,-1.5946,-2.118,21.588,Soothed,Positiva - Baja activación,7.19,Refreshed,11.03,Relaxed,14.53
Amazon Berkeley Objects,Hogar - Sofás,"Marca Amazon - Movian Buran - Sofá de 3 Plazas, 204 x 153 x 86 cm, Gris",https://m.media-amazon.com/images/I/61mzNO9XHLL._SX512_.jpg,211.7081,211.5802,211.3786,84.0676,0.0132,0.1291,22.8987,Soothed,Positiva - Baja activación,10.16,Refreshed,12.07,Relaxed,16.98
Amazon Berkeley Objects,Moda - Zapatos,Amazon Brand - Symbol Men's L.Green Leather Formal Shoes-8 UK/India (42 EU) (AZ-WS-278A),https://m.media-amazon.com/images/I/81DdoJKsOKL._SX512_.jpg,161.7484,158.2311,148.4797,63.7311,-0.2557,6.0784,31.4831,Thirsty,Neutral - Sensorial,9.45,Refreshed,12.16,Healthy,13.27
Amazon Berkeley Objects,Hogar - Estantes,Iris Shelf Unit,https://m.media-amazon.com/images/I/51ZnZWJbMOL._SX512_.jpg,250.0144,248.0337,246.4335,97.6512,0.4772,1.0972,7.3973,Soothed,Positiva - Baja activación,20.44,Refreshed,24.6,Happy,28.79
